"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	1261.5	912	142	"Alive"
"2"	6	1280	921.5	130	"Alive"
"3"	7	1293.5	934	144	"Alive"
"4"	8	1289	945.5	153	"Alive"
"5"	9	1305	967	154	"Alive"
"6"	10	1302.5	949.5	116	"Alive"
"7"	11	1312	979.5	114	"Alive"
"8"	12	1324	983.5	133	"Alive"
"9"	13	1336.5	989	158	"Alive"
"10"	14	1343.5	986.5	202	"Alive"
"11"	15	1337.5	1006	266	"Alive"
"12"	16	1334.5	1016.5	130	"Alive"
"13"	17	1328	1006.5	134	"Alive"
"14"	18	1325	1015.5	134	"Alive"
"15"	19	1333	1022	116	"Alive"
"16"	20	1327	1041.5	124	"Alive"
"17"	21	1323.5	1032	93	"Alive"
"18"	22	1334.5	1038.5	121	"Alive"
"19"	23	1333	1037.5	78	"Alive"
"20"	24	1325	1041	176	"Alive"
"21"	25	1330	1035	192	"Alive"
