"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	17	889	528	151	"Alive"
"2"	18	886	525	150	"Alive"
"3"	19	874	519	100	"Alive"
"4"	20	885	514	143	"Alive"
"5"	21	878.5	505.5	186	"Alive"
"6"	22	882.5	504	133	"Alive"
"7"	23	895.5	501.5	109	"Alive"
"8"	24	890	494.5	160	"Alive"
"9"	25	889	498.5	235	"Dead"
"10"	26	884.5	504	147	"Dead"
"11"	27	878	489	187	"Dead"
"12"	28	895.5	488.5	173	"Dead"
"13"	29	892.5	505	284	"Dead"
"14"	30	887.5	509.5	465	"Alive"
"15"	31	882.5	506	106	"Dead"
"16"	32	890	500	149	"Dead"
"17"	33	907.5	496	312	"Dead"
"18"	34	904.5	491.5	221	"Dead"
"19"	35	911.5	474.5	198	"Dead"
"20"	36	908.5	476	168	"Dead"
"21"	37	916	472	286	"Dead"
