"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	728.5	97	170	"Alive"
"2"	7	728	105.5	182	"Alive"
"3"	8	727	132.5	228	"Alive"
"4"	9	727	150.5	233	"Alive"
"5"	10	737	166	258	"Alive"
"6"	11	704	185.5	109	"Alive"
"7"	12	698.5	195.5	141	"Alive"
"8"	13	706	174	157	"Alive"
"9"	14	690.5	179.5	154	"Alive"
"10"	15	695.5	188	143	"Alive"
"11"	16	677	205.5	145	"Alive"
"12"	17	687	202	213	"Alive"
"13"	18	684.5	221.5	150	"Alive"
"14"	19	690.5	219.5	142	"Alive"
"15"	20	691.5	227	156	"Alive"
"16"	21	699	239	115	"Alive"
"17"	22	685	228.5	112	"Alive"
"18"	23	686.5	227	203	"Alive"
