"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	21	270.5	55.5	105	"Alive"
"2"	22	256.5	52	110	"Alive"
"3"	23	233.5	41	140	"Alive"
"4"	24	234	42	173	"Alive"
"5"	25	233	44	142	"Alive"
"6"	26	237	46	163	"Alive"
"7"	27	244.5	54	145	"Alive"
"8"	28	240	43	189	"Alive"
"9"	29	240	42	219	"Alive"
"10"	30	244	12.5	161	"Alive"
"11"	31	215.5	32	103	"Alive"
"12"	32	218.5	29.5	106	"Alive"
"13"	33	221.5	30.5	104	"Alive"
"14"	34	217.5	31.5	116	"Alive"
"15"	35	209.5	27.5	94	"Alive"
"16"	36	194.5	36.5	78	"Alive"
"17"	37	188.5	13.5	83	"Alive"
