"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	831	995.5	118	"Alive"
"2"	25	828.5	993.5	130	"Alive"
"3"	26	827	988.5	142	"Alive"
"4"	27	807.5	980	226	"Alive"
"5"	28	803.5	1000.5	142	"Alive"
"6"	29	812.5	1005	119	"Alive"
"7"	30	813.5	1003.5	91	"Alive"
"8"	31	816	1008	95	"Alive"
"9"	32	813.5	1005.5	168	"Alive"
"10"	33	820.5	1006.5	66	"Alive"
"11"	34	821.5	1005	80	"Alive"
"12"	35	821.5	988.5	173	"Alive"
"13"	36	825.5	987.5	70	"Alive"
"14"	37	822	983.5	157	"Alive"
"15"	38	825	980	184	"Alive"
