"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	21	1308	757.5	245	"Alive"
"2"	22	1317.5	756	155	"Alive"
"3"	23	1311.5	751.5	131	"Alive"
"4"	24	1308	744.5	151	"Alive"
"5"	25	1308.5	753.5	166	"Alive"
"6"	26	1314	757	147	"Alive"
"7"	27	1318	747	243	"Alive"
"8"	28	1321.5	733.5	128	"Alive"
"9"	29	1331	742.5	202	"Alive"
"10"	30	1331.5	726	108	"Alive"
"11"	31	1316.5	727	92	"Alive"
"12"	32	1307	725.5	114	"Alive"
"13"	33	1315.5	742.5	93	"Alive"
"14"	34	1331.5	745	100	"Alive"
"15"	35	1345.5	754	136	"Alive"
"16"	36	1346	754.5	149	"Alive"
"17"	37	1346	756	163	"Alive"
"18"	38	1363	751	80	"Alive"
