"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	372	1022	194	"Transitional"
"2"	7	366	1028	167	"Alive"
"3"	8	370	1022.5	203	"Alive"
"4"	9	371	1032.5	174	"Alive"
"5"	10	377	1047	202	"Transitional"
"6"	11	375	1039.5	248	"Alive"
"7"	12	370	1038.5	80	"Alive"
"8"	13	348.5	1017.5	161	"Alive"
"9"	14	354.5	1024.5	171	"Alive"
"10"	15	356	1012	191	"Alive"
"11"	16	351	1022.5	150	"Alive"
"12"	17	343.5	1021.5	181	"Alive"
"13"	18	331.5	1011	183	"Alive"
"14"	19	322	1003.5	192	"Alive"
"15"	20	317.5	998.5	180	"Alive"
"16"	21	309.5	1011	134	"Alive"
"17"	22	311.5	1022	143	"Alive"
"18"	23	293.5	1009	122	"Alive"
"19"	24	290	999	152	"Alive"
"20"	25	291	984	325	"Alive"
"21"	26	296.5	993.5	203	"Alive"
