"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	324	483.5	156	"Alive"
"2"	19	320.5	490	182	"Alive"
"3"	20	323.5	493	352	"Alive"
"4"	21	314.5	487.5	113	"Alive"
"5"	22	308.5	487.5	105	"Alive"
"6"	23	293	490	134	"Alive"
"7"	24	299	510	139	"Alive"
"8"	25	291	512.5	109	"Alive"
"9"	26	292.5	515.5	125	"Alive"
"10"	27	283	499	105	"Alive"
"11"	28	298.5	486.5	96	"Alive"
"12"	29	292.5	479.5	99	"Alive"
"13"	30	292.5	486	94	"Alive"
"14"	31	299.5	498.5	82	"Alive"
"15"	32	294	485	241	"Alive"
