"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	227	734.5	196	"Alive"
"2"	6	235.5	719	178	"Alive"
"3"	7	241.5	737	154	"Alive"
"4"	8	235	749	171	"Alive"
"5"	9	229	747.5	182	"Alive"
"6"	10	214.5	754	465	"Alive"
"7"	11	206.5	757.5	155	"Alive"
"8"	12	218.5	733	159	"Alive"
"9"	13	204.5	747	184	"Alive"
"10"	14	187	743.5	104	"Alive"
"11"	15	192.5	736.5	182	"Alive"
"12"	16	195	731	172	"Alive"
"13"	17	190	729	113	"Alive"
"14"	18	179.5	744.5	122	"Alive"
"15"	19	178	727.5	638	"Alive"
