"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	366.5	392.5	163	"Alive"
"2"	7	377	391	226	"Alive"
"3"	8	394.5	385.5	116	"Alive"
"4"	9	392	387.5	150	"Alive"
"5"	10	383	389.5	188	"Alive"
"6"	11	375.5	388.5	170	"Alive"
"7"	12	366	392.5	215	"Alive"
"8"	13	371	396	151	"Alive"
"9"	14	384.5	393	144	"Alive"
"10"	15	397	389	288	"Alive"
"11"	16	417	376	154	"Alive"
"12"	17	401	382	175	"Alive"
"13"	18	407.5	392	150	"Alive"
"14"	19	399.5	374.5	129	"Alive"
"15"	20	388.5	367.5	220	"Alive"
"16"	21	403	369	378	"Alive"
