"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	16	614.5	764	169	"Alive"
"2"	17	601	750.5	177	"Alive"
"3"	18	586	745	147	"Alive"
"4"	19	579	743.5	114	"Alive"
"5"	20	581.5	750	98	"Alive"
"6"	21	573	755	441	"Alive"
"7"	22	581.5	762.5	98	"Alive"
"8"	23	574.5	770	233	"Alive"
"9"	24	573	771.5	334	"Alive"
"10"	25	557.5	771.5	240	"Alive"
"11"	26	559	771.5	222	"Alive"
"12"	27	552.5	766	135	"Alive"
"13"	28	555.5	775	254	"Alive"
"14"	29	555	771.5	278	"Alive"
"15"	30	554.5	774	191	"Alive"
"16"	31	560	782.5	439	"Alive"
