"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	7	921	216	109	"Alive"
"2"	8	949	233.5	159	"UnStained"
"3"	9	942.5	237	96	"Alive"
"4"	10	941.5	231.5	154	"UnStained"
"5"	11	947	230	139	"UnStained"
"6"	12	949.5	239.5	151	"UnStained"
"7"	13	952.5	243.5	94	"Dead"
"8"	14	938.5	252	90	"UnStained"
"9"	15	924.5	249.5	153	"UnStained"
"10"	16	921	242.5	186	"UnStained"
"11"	17	919.5	239.5	204	"UnStained"
"12"	18	928	255	138	"UnStained"
"13"	19	926	259.5	107	"Dead"
"14"	20	929	262.5	95	"UnStained"
"15"	21	937.5	253	158	"Alive"
