"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	413	451	130	"Alive"
"2"	20	404.5	467	118	"Alive"
"3"	21	389	471	153	"Alive"
"4"	22	393	488.5	150	"Alive"
"5"	23	398.5	497.5	120	"Alive"
"6"	24	387	486.5	93	"Alive"
"7"	25	381.5	495.5	148	"Alive"
"8"	26	383.5	493	237	"Alive"
"9"	27	378	486	119	"Alive"
"10"	28	374	472.5	162	"Alive"
"11"	29	370	466.5	99	"Alive"
"12"	30	358	463.5	104	"Alive"
"13"	31	353.5	460.5	135	"Alive"
"14"	32	348	456	224	"Alive"
"15"	33	351	456.5	256	"Alive"
"16"	34	350.5	457	347	"Alive"
