"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	1182.5	692	187	"Alive"
"2"	20	1192.5	681.5	207	"Alive"
"3"	21	1197	671	219	"Alive"
"4"	22	1200.5	677	156	"Alive"
"5"	23	1204	657	131	"Alive"
"6"	24	1199.5	643.5	87	"Alive"
"7"	25	1190.5	639.5	109	"Alive"
"8"	26	1191	652.5	92	"Alive"
"9"	27	1201	655	107	"Alive"
"10"	28	1193.5	651.5	111	"Alive"
"11"	29	1205.5	651.5	107	"Alive"
"12"	30	1209.5	655.5	101	"Alive"
"13"	31	1213.5	652	87	"Alive"
"14"	32	1212.5	651	95	"Alive"
"15"	33	1214	650.5	112	"Alive"
