"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	12	1368	359	198	"Alive"
"2"	13	1361	364	150	"Alive"
"3"	14	1362.5	355.5	157	"Alive"
"4"	15	1362.5	358	116	"Alive"
"5"	16	1357	363	171	"Alive"
"6"	17	1360.5	367	202	"Alive"
"7"	18	1356	363	117	"Alive"
"8"	19	1372	375.5	95	"Alive"
"9"	20	1367.5	380	173	"Alive"
"10"	21	1361.5	386.5	149	"Alive"
"11"	22	1368.5	385	116	"Alive"
"12"	23	1366	394.5	134	"Alive"
"13"	24	1369	381.5	130	"Alive"
"14"	25	1373.5	391	199	"Alive"
"15"	26	1372.5	389.5	240	"Alive"
"16"	27	1370	392.5	243	"Alive"
"17"	28	1365	390.5	462	"Alive"
