"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	14	904.5	237	124	"Alive"
"2"	15	902.5	248.5	127	"Alive"
"3"	16	893	255	143	"Alive"
"4"	17	893.5	257	160	"Alive"
"5"	18	896.5	260.5	152	"Alive"
"6"	19	899.5	280	154	"Alive"
"7"	20	906	276.5	169	"Alive"
"8"	21	912	275	111	"Alive"
"9"	22	924.5	272.5	130	"Alive"
"10"	23	917	284	145	"Alive"
"11"	24	917	289.5	130	"Alive"
"12"	25	923	290.5	150	"Alive"
"13"	26	924	290	165	"Alive"
"14"	27	925.5	288.5	171	"Alive"
"15"	28	927	287.5	182	"Alive"
