"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	16	1427	439	152	"Alive"
"2"	17	1420.5	441.5	106	"Alive"
"3"	18	1402	451.5	98	"Alive"
"4"	19	1403.5	444	110	"Alive"
"5"	20	1406	458.5	156	"Alive"
"6"	21	1408	451	184	"Alive"
"7"	22	1407	454.5	67	"Alive"
"8"	23	1411.5	455.5	119	"Alive"
"9"	24	1415.5	465.5	172	"Alive"
"10"	25	1417	466	190	"Alive"
"11"	26	1420.5	464.5	266	"Alive"
"12"	27	1422	465.5	171	"Alive"
"13"	28	1416	459.5	467	"Alive"
"14"	29	1421	465.5	140	"Alive"
"15"	30	1428	476	139	"Alive"
"16"	31	1424.5	480	346	"Dead"
