"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	13	773	316.5	168	"Alive"
"2"	14	789	327	188	"Alive"
"3"	15	834.5	317.5	196	"Alive"
"4"	16	852	343	179	"Alive"
"5"	17	855	350.5	153	"Alive"
"6"	18	849	351	199	"Alive"
"7"	19	846.5	336	119	"Alive"
"8"	20	862.5	340.5	112	"Alive"
"9"	21	852.5	336	204	"Alive"
"10"	22	867	324	80	"Alive"
"11"	23	860.5	331	117	"Alive"
"12"	24	868	347.5	160	"Alive"
"13"	25	874	356.5	188	"Alive"
"14"	26	869	348	510	"Alive"
"15"	27	867.5	342.5	511	"Alive"
