"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	14	110	761	118	"Dead"
"2"	15	107	758.5	102	"Dead"
"3"	16	120	760	122	"Dead"
"4"	17	127	752	255	"Dead"
"5"	18	126.5	757	141	"Alive"
"6"	19	120.5	740.5	142	"Alive"
"7"	20	117.5	745.5	159	"Alive"
"8"	21	119	738	141	"Alive"
"9"	22	122	737	108	"Alive"
"10"	23	114	729	121	"Alive"
"11"	24	120.5	728.5	123	"Alive"
"12"	25	127	731.5	144	"Alive"
"13"	26	126.5	731	132	"Alive"
"14"	27	122.5	729.5	156	"Alive"
"15"	28	119.5	732	191	"Alive"
