"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	14	244.5	253.5	194	"Alive"
"2"	15	246.5	247.5	155	"Alive"
"3"	16	241.5	242	180	"Alive"
"4"	17	234	250	169	"Alive"
"5"	18	215.5	247	151	"Alive"
"6"	19	226.5	258	124	"Alive"
"7"	20	238	270.5	116	"Alive"
"8"	21	241	267.5	172	"Alive"
"9"	22	237	265.5	209	"Alive"
"10"	23	223	263	147	"Alive"
"11"	24	231.5	253.5	289	"Alive"
"12"	25	235.5	258	204	"Alive"
"13"	26	241	262.5	155	"Alive"
"14"	27	245.5	279.5	140	"Dead"
"15"	28	252.5	277	118	"Alive"
"16"	29	250.5	274.5	204	"Alive"
"17"	30	267	268	341	"Alive"
"18"	31	264	265.5	314	"Dead"
"19"	32	275	269.5	120	"Alive"
"20"	33	259	268	344	"Alive"
"21"	34	265	266.5	100	"Alive"
"22"	35	264	265	137	"Alive"
"23"	36	267.5	261	188	"Alive"
