"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	980	47.5	223	"Alive"
"2"	7	981	45.5	202	"Alive"
"3"	8	1045.5	108.5	121	"Transitional"
"4"	9	997	31.5	216	"Alive"
"5"	10	1047	115	160	"Transitional"
"6"	11	1048.5	116	161	"Alive"
"7"	12	1050	124.5	153	"Alive"
"8"	13	1046.5	117.5	184	"Alive"
"9"	14	1051	121	192	"Alive"
"10"	15	1055.5	125	193	"Alive"
"11"	16	1042.5	139	219	"Transitional"
"12"	17	1060	166.5	215	"Alive"
"13"	18	1046	155	232	"Alive"
"14"	19	1043.5	151	210	"Alive"
"15"	20	1038.5	149.5	225	"Alive"
