"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	11	992.5	773	156	"Alive"
"2"	12	988	782	158	"Alive"
"3"	13	998.5	746	165	"Alive"
"4"	14	996	753	194	"Alive"
"5"	15	980	754.5	202	"Alive"
"6"	16	963.5	760.5	220	"Alive"
"7"	17	957.5	768.5	189	"Alive"
"8"	18	968	765	220	"Alive"
"9"	19	958.5	761.5	160	"Alive"
"10"	20	955	758	105	"Alive"
"11"	21	954	751.5	194	"Alive"
"12"	22	949	745	144	"Alive"
"13"	23	935.5	744.5	117	"Alive"
"14"	24	912	740.5	97	"Alive"
"15"	25	919	759.5	145	"Alive"
"16"	26	920.5	747	128	"Alive"
"17"	27	922	758	305	"Alive"
"18"	28	926.5	755	386	"Alive"
