"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	549.5	533.5	106	"Alive"
"2"	7	551.5	529	133	"Alive"
"3"	8	554.5	520.5	126	"Alive"
"4"	9	552	511	154	"Alive"
"5"	10	543.5	502	158	"Alive"
"6"	11	536	504.5	188	"Alive"
"7"	12	552	527	140	"Alive"
"8"	13	552	524	135	"Alive"
"9"	14	554	521.5	119	"Alive"
"10"	15	562	517.5	140	"Alive"
"11"	16	557.5	516.5	150	"Alive"
"12"	17	555	521	144	"Alive"
"13"	18	549.5	521	162	"Alive"
"14"	19	540.5	528	170	"Alive"
"15"	20	547	514.5	299	"Alive"
