"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	13	202.5	160	131	"Alive"
"2"	14	206	147	153	"Alive"
"3"	15	203.5	154.5	138	"Alive"
"4"	16	198	159.5	221	"Alive"
"5"	17	188.5	154	191	"Alive"
"6"	18	178	147.5	115	"Alive"
"7"	19	181.5	147.5	122	"Alive"
"8"	20	187.5	141.5	121	"Alive"
"9"	21	185.5	141	106	"Alive"
"10"	22	200	132.5	119	"Alive"
"11"	23	190.5	128.5	106	"Alive"
"12"	24	185	122.5	193	"Alive"
"13"	25	177.5	124.5	249	"Alive"
"14"	26	177	134.5	109	"Alive"
"15"	27	172.5	136.5	132	"Dead"
"16"	28	168.5	132	107	"Alive"
"17"	29	170.5	138.5	65	"Alive"
"18"	30	168.5	140	138	"Dead"
"19"	31	164	149	137	"Dead"
"20"	32	168	140	134	"Alive"
"21"	33	167.5	149.5	256	"Dead"
"22"	34	166.5	147.5	248	"Dead"
"23"	35	165.5	145.5	205	"Alive"
"24"	36	164	146.5	159	"Alive"
"25"	37	165	145	119	"Alive"
"26"	38	159	151.5	261	"Alive"
