"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	84	767.5	191	"Alive"
"2"	16	90.5	778	140	"Alive"
"3"	17	85	769.5	137	"Alive"
"4"	18	78	778.5	144	"Alive"
"5"	19	70	791.5	194	"Alive"
"6"	20	73	778	142	"Alive"
"7"	21	64.5	784	107	"Alive"
"8"	22	69	773	143	"Alive"
"9"	23	69.5	775.5	194	"Alive"
"10"	24	69	779	107	"Alive"
"11"	25	85	785.5	161	"Alive"
"12"	26	75.5	787.5	143	"Alive"
"13"	27	72	784.5	139	"Alive"
"14"	28	69.5	785	106	"Alive"
"15"	29	65	791	111	"Alive"
"16"	30	71.5	793	124	"Alive"
"17"	31	78	796.5	103	"Alive"
"18"	32	77	796	93	"Alive"
"19"	33	80.5	800	106	"Alive"
"20"	34	89.5	790	110	"Alive"
