"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	10	888	818.5	117	"Alive"
"2"	11	889.5	818.5	111	"Alive"
"3"	12	888.5	820.5	112	"Alive"
"4"	13	890	819.5	104	"Alive"
"5"	14	887	818.5	102	"Alive"
"6"	15	889	819	115	"Alive"
"7"	16	890	816.5	109	"Alive"
"8"	17	887.5	812.5	106	"Alive"
"9"	18	890.5	811.5	167	"Alive"
"10"	19	890	810.5	112	"Alive"
"11"	20	886	809.5	138	"Alive"
"12"	21	886.5	806.5	135	"Alive"
"13"	22	887	806	129	"Alive"
"14"	23	890	808	153	"Alive"
"15"	24	892.5	813	196	"Alive"
"16"	25	891	811.5	184	"Alive"
"17"	26	905	806	258	"Alive"
