"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	4	1360.5	787	178	"Transitional"
"2"	5	1368.5	816.5	172	"Alive"
"3"	6	1377.5	826	190	"Alive"
"4"	7	1363.5	830	175	"Alive"
"5"	8	1364.5	830	127	"Alive"
"6"	9	1359	825.5	163	"Alive"
"7"	10	1365	815.5	136	"Alive"
"8"	11	1367	811	160	"Alive"
"9"	12	1365.5	818	176	"Alive"
"10"	13	1371.5	829.5	176	"Alive"
"11"	14	1351.5	825	100	"Alive"
"12"	15	1345	826.5	139	"Alive"
"13"	16	1335.5	823.5	206	"Alive"
"14"	17	1336.5	836.5	171	"Alive"
"15"	18	1339.5	830	181	"Alive"
"16"	19	1326	824.5	137	"Alive"
