"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	1291	16	147	"Alive"
"2"	20	1315.5	13.5	102	"Alive"
"3"	21	1319.5	19	131	"Alive"
"4"	22	1315	10.5	134	"Alive"
"5"	23	1318.5	12	95	"Alive"
"6"	24	1334	23	98	"Alive"
"7"	25	1332.5	7.5	110	"Alive"
"8"	26	1322	9	176	"Alive"
"9"	27	1323	13.5	247	"Alive"
"10"	28	1344.5	11.5	651	"Alive"
"11"	29	1354.5	25.5	101	"Alive"
"12"	30	1359	15	143	"Alive"
"13"	31	1361.5	27.5	174	"Alive"
"14"	32	1362.5	38.5	203	"Alive"
"15"	33	1362.5	24	329	"Alive"
"16"	34	1358.5	35.5	363	"Dead"
"17"	35	1354.5	27.5	251	"Alive"
"18"	36	1343	31	123	"Alive"
"19"	37	1349	20	158	"Alive"
"20"	38	1344.5	13	329	"Alive"
