"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	823.5	897	176	"Alive"
"2"	6	822	883.5	157	"Alive"
"3"	7	820	885	201	"Alive"
"4"	8	818	884	169	"Alive"
"5"	9	819	894	202	"Alive"
"6"	10	820	895	257	"Alive"
"7"	11	818	899.5	283	"Alive"
"8"	12	820.5	896.5	293	"Alive"
"9"	13	816.5	897.5	336	"Alive"
"10"	14	815	898	262	"Alive"
"11"	15	821	898	227	"Alive"
"12"	16	819.5	899	271	"Alive"
"13"	17	816.5	883.5	285	"Alive"
"14"	18	813.5	890.5	260	"Transitional"
"15"	19	812	894	242	"Alive"
"16"	20	805.5	896.5	246	"Alive"
"17"	21	800.5	899.5	278	"Alive"
"18"	22	800.5	896.5	256	"Alive"
"19"	23	801	894	303	"Alive"
