"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	8	766	169.5	234	"Transitional"
"2"	9	749.5	178	181	"Alive"
"3"	10	774.5	170.5	197	"Alive"
"4"	11	792.5	185	238	"Alive"
"5"	12	797.5	195	213	"Alive"
"6"	13	813	213	233	"Alive"
"7"	14	813.5	214	248	"Alive"
"8"	15	827.5	218.5	216	"Alive"
"9"	16	819.5	217	191	"Alive"
"10"	17	812	210	228	"Alive"
"11"	18	803	190	245	"Alive"
"12"	19	800.5	200.5	423	"Transitional"
"13"	20	779	184.5	223	"Alive"
"14"	21	754	182	289	"Alive"
"15"	22	728	176	286	"Dead"
"16"	23	719.5	181.5	452	"Alive"
"17"	24	697.5	168	209	"Alive"
"18"	25	699.5	195.5	64	"Alive"
"19"	26	713.5	211.5	259	"Alive"
"20"	27	710	212.5	225	"Alive"
"21"	28	710.5	208	252	"Alive"
"22"	29	700	205	111	"Alive"
"23"	30	713.5	204.5	285	"Transitional"
"24"	31	699	201	202	"Alive"
"25"	32	700	206.5	190	"Alive"
"26"	33	691.5	210.5	192	"Alive"
"27"	34	692.5	215	209	"Alive"
"28"	35	700	212	83	"Alive"
