"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	283.5	490.5	131	"Alive"
"2"	4	290	482	158	"Alive"
"3"	5	285	478.5	145	"Alive"
"4"	6	290	476	129	"Alive"
"5"	7	299	472.5	150	"Alive"
"6"	8	320.5	463	175	"Alive"
"7"	9	319.5	461.5	192	"Alive"
"8"	10	310	462	185	"Alive"
"9"	11	309.5	461.5	160	"Alive"
"10"	12	311.5	459	173	"Alive"
"11"	13	307	487	222	"Alive"
"12"	14	308	483.5	264	"Alive"
"13"	15	304.5	469	234	"Alive"
"14"	16	303	461	288	"Alive"
"15"	17	303	455.5	303	"Alive"
"16"	18	299	452	305	"Alive"
"17"	19	277.5	450.5	152	"Alive"
"18"	20	263.5	460.5	157	"Alive"
"19"	21	286.5	455.5	153	"Transitional"
"20"	22	290.5	462	381	"Transitional"
"21"	23	287.5	463.5	358	"Transitional"
"22"	24	282.5	468.5	371	"Transitional"
