"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	753	964.5	123	"Alive"
"2"	24	771	957	343	"Alive"
"3"	25	780.5	965.5	495	"Alive"
"4"	26	778.5	969	220	"Alive"
"5"	27	779.5	970	709	"Alive"
"6"	28	800	963	440	"Transitional"
"7"	29	799	976	193	"Alive"
"8"	30	804	976.5	205	"Alive"
"9"	31	809.5	990	298	"Alive"
"10"	32	806.5	992.5	210	"Alive"
"11"	33	803	999.5	241	"Alive"
"12"	34	805	991	265	"Alive"
"13"	35	803	980.5	250	"Alive"
"14"	36	806.5	970.5	160	"Alive"
"15"	37	811.5	972	187	"Alive"
