"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	1314.5	348	305	"Alive"
"2"	25	1315.5	372.5	153	"Transitional"
"3"	26	1326.5	391.5	184	"Transitional"
"4"	27	1334	388	197	"Alive"
"5"	28	1328	390	259	"Alive"
"6"	29	1323.5	397.5	367	"Alive"
"7"	30	1323.5	398.5	439	"Alive"
"8"	31	1328.5	408.5	395	"Alive"
"9"	32	1335	410	359	"Alive"
"10"	33	1324	422	355	"Alive"
"11"	34	1306	435.5	208	"Dead"
"12"	35	1297	441.5	168	"Dead"
"13"	36	1302	445	308	"Alive"
"14"	37	1315.5	439	235	"Alive"
"15"	38	1311	458.5	239	"Transitional"
