"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	558.5	579.5	196	"Alive"
"2"	6	552.5	590.5	218	"Alive"
"3"	7	538.5	601.5	227	"Alive"
"4"	8	531	603	244	"Alive"
"5"	9	528	618	230	"Alive"
"6"	10	527	622.5	267	"Alive"
"7"	11	525	619.5	266	"Alive"
"8"	12	526.5	621	272	"Alive"
"9"	13	529	618.5	291	"Alive"
"10"	14	525	621	298	"Alive"
"11"	15	526	624.5	275	"Alive"
"12"	16	525	625	292	"Alive"
"13"	17	524	638.5	339	"Alive"
"14"	18	514	632	302	"Alive"
"15"	19	517	636.5	332	"Alive"
"16"	20	528	641.5	374	"Alive"
"17"	21	523	652.5	360	"Alive"
"18"	22	516.5	650.5	380	"Alive"
"19"	23	507	642	411	"Alive"
"20"	24	504.5	641	444	"Alive"
"21"	25	516	654.5	320	"Transitional"
