"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	14	392.5	574	288	"Alive"
"2"	15	392	580	287	"Alive"
"3"	16	395.5	567	305	"Alive"
"4"	17	395.5	578	334	"Alive"
"5"	18	395.5	579	330	"Alive"
"6"	19	402.5	582.5	352	"Alive"
"7"	20	411.5	589.5	359	"Alive"
"8"	21	430.5	589.5	375	"Alive"
"9"	22	438.5	572	372	"Alive"
"10"	23	413.5	585	212	"Alive"
"11"	24	439	600.5	90	"Transitional"
"12"	25	433	599.5	218	"Alive"
"13"	26	419.5	575	169	"Alive"
"14"	27	429.5	566	177	"Dead"
"15"	28	442.5	550.5	86	"Dead"
"16"	29	449	546	95	"Dead"
"17"	30	446	546	73	"Dead"
"18"	31	449	543	88	"Dead"
