"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	11	1013.5	576.5	263	"Alive"
"2"	12	1013.5	556	254	"Alive"
"3"	13	997.5	547.5	255	"Alive"
"4"	14	974	537.5	268	"Transitional"
"5"	15	960.5	530.5	292	"Alive"
"6"	16	956.5	537.5	298	"Alive"
"7"	17	957	539	283	"Alive"
"8"	18	959.5	551	288	"Alive"
"9"	19	967	557.5	289	"Alive"
"10"	20	983.5	555.5	323	"Alive"
"11"	21	989.5	564.5	337	"Alive"
"12"	22	999.5	584.5	356	"Alive"
"13"	23	997	605	377	"Alive"
"14"	24	1001.5	603.5	364	"Alive"
"15"	25	1007	610	362	"Alive"
"16"	26	1020	594	403	"Alive"
"17"	27	1026.5	586	433	"Alive"
