"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	13	313.5	447	180	"Alive"
"2"	14	315	441.5	195	"Alive"
"3"	15	302.5	432	194	"Alive"
"4"	16	297.5	408	179	"Alive"
"5"	17	306.5	396.5	209	"Alive"
"6"	18	296.5	396	170	"Alive"
"7"	19	289	408.5	201	"Alive"
"8"	20	289.5	404	224	"Alive"
"9"	21	282	410	212	"Alive"
"10"	22	272	398.5	232	"Alive"
"11"	23	281.5	392	223	"Alive"
"12"	24	285	411	211	"Alive"
"13"	25	282.5	425	242	"Alive"
"14"	26	283.5	434.5	225	"Alive"
"15"	27	288	422.5	249	"Alive"
"16"	28	284	410.5	280	"Alive"
