"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	13	330.5	1032.5	133	"Dead"
"2"	14	339.5	1041.5	128	"Alive"
"3"	15	338.5	1026	167	"Dead"
"4"	16	342	1026.5	124	"Dead"
"5"	17	339.5	1036.5	118	"Dead"
"6"	18	340.5	1010	140	"Dead"
"7"	19	349.5	989	388	"Dead"
"8"	20	322	993	224	"Dead"
"9"	21	327	1004	322	"Dead"
"10"	22	342.5	998.5	234	"Alive"
"11"	23	338	993	162	"Dead"
"12"	24	357	972	171	"Alive"
"13"	25	351	963.5	198	"Alive"
"14"	26	347.5	965	220	"Alive"
"15"	27	339	968	257	"Alive"
"16"	28	326.5	968.5	272	"Alive"
"17"	29	324.5	975	211	"Alive"
"18"	30	321	976	243	"Alive"
"19"	31	306.5	967.5	200	"Alive"
"20"	32	302.5	950.5	245	"Transitional"
"21"	33	328	952	364	"Alive"
"22"	34	331	950	398	"Alive"
"23"	35	327	946.5	435	"Alive"
"24"	36	318	940.5	442	"Alive"
