"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	2	430	259.5	117	"Alive"
"2"	3	434	267	170	"Alive"
"3"	4	437	270.5	199	"Alive"
"4"	5	433	272.5	164	"Alive"
"5"	6	427.5	279	171	"Alive"
"6"	7	426	289	203	"Alive"
"7"	8	413.5	298.5	198	"Alive"
"8"	9	410	315	244	"Alive"
"9"	10	403.5	329.5	239	"Alive"
"10"	11	407	349	226	"Alive"
"11"	12	425.5	372	256	"Alive"
"12"	13	413	398.5	286	"Alive"
"13"	14	423	425	307	"Alive"
"14"	15	423.5	432.5	296	"Alive"
"15"	16	410.5	434.5	332	"Alive"
"16"	17	404	441	319	"Alive"
"17"	18	389.5	455.5	374	"Alive"
"18"	19	384	461	316	"Alive"
"19"	20	397.5	444	591	"Transitional"
