"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	4	1226	271.5	148	"Alive"
"2"	5	1230.5	278.5	141	"Alive"
"3"	6	1234.5	276.5	161	"Alive"
"4"	7	1242.5	281	174	"Alive"
"5"	8	1244.5	276.5	174	"Alive"
"6"	9	1267	278.5	172	"Alive"
"7"	10	1279	275.5	180	"Alive"
"8"	11	1279	269.5	202	"Alive"
"9"	12	1282.5	270	224	"Alive"
"10"	13	1283	274	234	"Alive"
"11"	14	1295	282	245	"Alive"
"12"	15	1305	289.5	250	"Alive"
"13"	16	1307.5	314	242	"Alive"
"14"	17	1310	318.5	272	"Alive"
"15"	18	1307	304	245	"Alive"
"16"	19	1301.5	302.5	288	"Alive"
"17"	20	1281.5	304.5	53	"Dead"
"18"	21	1304.5	306	62	"Alive"
"19"	22	1300.5	292.5	53	"Alive"
"20"	23	1301	293.5	81	"Alive"
"21"	24	1287	304.5	159	"Alive"
"22"	25	1303.5	281	503	"Dead"
"23"	26	1283	277	166	"Dead"
"24"	27	1277.5	278	387	"Dead"
"25"	28	1274.5	290.5	212	"Dead"
"26"	29	1264	293	178	"Dead"
"27"	30	1258.5	294	154	"Dead"
"28"	31	1238	296.5	169	"Dead"
"29"	32	1247.5	308.5	158	"Dead"
"30"	33	1256	309	132	"Dead"
"31"	34	1234	300.5	19	"Alive"
"32"	35	1261	299	341	"Alive"
