"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	7	895.5	1021	200	"Alive"
"2"	8	870	1018.5	274	"Alive"
"3"	9	856	1027.5	279	"Alive"
"4"	10	844	1037.5	252	"Alive"
"5"	11	817.5	1041	268	"Alive"
"6"	12	806.5	1016.5	252	"Alive"
"7"	13	802.5	1029.5	319	"Alive"
"8"	14	796.5	1022	286	"Alive"
"9"	15	785	1019.5	297	"Alive"
"10"	16	777.5	1016	252	"Transitional"
"11"	17	772	1017	286	"Alive"
"12"	18	774	1013	292	"Transitional"
"13"	19	774	1014	280	"Alive"
"14"	20	771.5	1009.5	268	"Alive"
"15"	21	762	1009	271	"Alive"
"16"	22	752.5	1020.5	309	"Alive"
"17"	23	752.5	1029.5	326	"Alive"
"18"	24	745	1033	254	"Alive"
"19"	25	731.5	1032.5	380	"Alive"
"20"	26	723.5	1025	380	"Alive"
"21"	27	719.5	1021.5	407	"Alive"
"22"	28	716	1017.5	349	"Alive"
"23"	29	728	1003	106	"Alive"
