"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	522	367	217	"Alive"
"2"	6	528.5	370.5	194	"Alive"
"3"	7	514.5	384	218	"Alive"
"4"	8	504	393.5	227	"Alive"
"5"	9	493	388	220	"Alive"
"6"	10	480.5	400.5	212	"Alive"
"7"	11	484.5	404	217	"Alive"
"8"	12	473	395.5	210	"Alive"
"9"	13	472.5	408.5	259	"Alive"
"10"	14	473.5	433	257	"Alive"
"11"	15	473.5	448	235	"Alive"
"12"	16	453	458	337	"Alive"
"13"	17	446	444.5	328	"Alive"
"14"	18	453	452.5	283	"Alive"
"15"	19	446.5	456	287	"Alive"
"16"	20	441	438	358	"Alive"
"17"	21	452.5	456	363	"Alive"
"18"	22	452	453.5	235	"Alive"
"19"	23	448.5	438.5	410	"Alive"
