"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	13	1284	209	185	"Alive"
"2"	14	1278.5	211	159	"Alive"
"3"	15	1285.5	214.5	172	"Alive"
"4"	16	1275	197	266	"Alive"
"5"	17	1266	205	353	"Alive"
"6"	18	1262	214	304	"Alive"
"7"	19	1268.5	212	227	"Alive"
"8"	20	1269	207	298	"Alive"
"9"	21	1264	203	265	"Alive"
"10"	22	1260	201.5	209	"Alive"
"11"	23	1252.5	195.5	210	"Alive"
"12"	24	1246.5	187.5	236	"Alive"
"13"	25	1246.5	189	189	"Alive"
"14"	26	1241.5	192.5	162	"Alive"
"15"	27	1238.5	214.5	229	"Alive"
"16"	28	1237	228	117	"Dead"
"17"	29	1234.5	224.5	140	"Alive"
"18"	30	1217	213	633	"Alive"
"19"	31	1206	206.5	241	"Alive"
"20"	32	1203.5	201	161	"Alive"
"21"	33	1207.5	195	315	"Alive"
"22"	34	1194.5	215.5	447	"Alive"
"23"	35	1176	209.5	669	"Alive"
"24"	36	1164.5	197	527	"Alive"
