"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	12	381.5	31	215	"Alive"
"2"	13	375	26.5	247	"Alive"
"3"	14	380	27	209	"Alive"
"4"	15	373.5	21.5	262	"Alive"
"5"	16	372	18.5	271	"Alive"
"6"	17	359.5	28	284	"Alive"
"7"	18	354	29	272	"Alive"
"8"	19	353.5	35	283	"Alive"
"9"	20	351	32	268	"Alive"
"10"	21	366	40	306	"Alive"
"11"	22	372	45.5	334	"Alive"
"12"	23	364	41.5	274	"Alive"
"13"	24	364	37	252	"Alive"
"14"	25	356.5	41	302	"Alive"
"15"	26	349	46.5	302	"Alive"
"16"	27	348	32	337	"Alive"
"17"	28	345	19.5	293	"Alive"
"18"	29	329	24	371	"Alive"
"19"	30	314.5	31.5	383	"Alive"
"20"	31	299.5	20	91	"Dead"
"21"	32	322	30.5	606	"Alive"
