"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	21	653.5	123	148	"Dead"
"2"	22	650	93.5	88	"Alive"
"3"	23	658	95.5	55	"Alive"
"4"	24	669.5	117	116	"Alive"
"5"	25	663	95	173	"Dead"
"6"	26	632.5	101	160	"Dead"
"7"	27	637.5	99	304	"Dead"
"8"	28	645	82.5	79	"Dead"
"9"	29	662.5	61.5	175	"Transitional"
"10"	30	645	87	142	"Alive"
"11"	31	637	83.5	176	"Alive"
"12"	32	641	80.5	152	"Alive"
"13"	33	645.5	70.5	188	"Alive"
"14"	34	651.5	74.5	176	"Alive"
"15"	35	661.5	69.5	118	"Alive"
"16"	36	641	55	167	"Dead"
