"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	10	342	946	102	"Alive"
"2"	11	355	949	166	"Alive"
"3"	12	349.5	962	209	"Alive"
"4"	13	351.5	969	223	"Alive"
"5"	14	337	979.5	191	"Alive"
"6"	15	330	977.5	243	"Alive"
"7"	16	322	989	256	"Alive"
"8"	17	325.5	1000	238	"Alive"
"9"	18	333	1014	165	"Transitional"
"10"	19	330	1011.5	198	"Alive"
"11"	20	347.5	1027	171	"Transitional"
"12"	21	370	1035.5	163	"Transitional"
"13"	22	384.5	1032	254	"Transitional"
"14"	23	365	1032	188	"Dead"
"15"	24	375.5	1021.5	206	"Dead"
"16"	25	384.5	1030.5	211	"Dead"
"17"	26	373	1030	137	"Dead"
