"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	11	1142	943.5	201	"Alive"
"2"	12	1121	961.5	210	"Alive"
"3"	13	1119	973	217	"Alive"
"4"	14	1108	997.5	235	"Alive"
"5"	15	1105.5	1002.5	232	"Alive"
"6"	16	1100.5	1006.5	188	"Alive"
"7"	17	1104	1007.5	195	"Alive"
"8"	18	1095.5	1007.5	199	"Alive"
"9"	19	1096	1004	190	"Alive"
"10"	20	1106	1007.5	208	"Alive"
"11"	21	1114.5	1004	222	"Alive"
"12"	22	1122.5	1007	203	"Alive"
"13"	23	1112	1008.5	261	"Alive"
"14"	24	1104.5	1004	576	"Transitional"
"15"	25	1110	1019.5	428	"Alive"
"16"	26	1090.5	1012	921	"Transitional"
