"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	1327	231	120	"Transitional"
"2"	4	1325	229.5	121	"Alive"
"3"	5	1326	217.5	142	"Alive"
"4"	6	1327	198.5	220	"Alive"
"5"	7	1330	192	191	"Alive"
"6"	8	1343	205.5	205	"Alive"
"7"	9	1355.5	200.5	225	"Alive"
"8"	10	1362.5	192.5	234	"Alive"
"9"	11	1364	197	258	"Alive"
"10"	12	1355	201.5	250	"Alive"
"11"	13	1352.5	194	231	"Alive"
"12"	14	1346.5	191.5	259	"Alive"
"13"	15	1341	199.5	228	"Alive"
"14"	16	1345.5	216	254	"Alive"
"15"	17	1351	214	268	"Alive"
