"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	2	1270	660	128	"Alive"
"2"	3	1276.5	659.5	158	"Alive"
"3"	4	1259	653	176	"Alive"
"4"	5	1263.5	651	161	"Alive"
"5"	6	1263.5	655	211	"Alive"
"6"	7	1245.5	661.5	234	"Alive"
"7"	8	1259.5	663	230	"Alive"
"8"	9	1264.5	663	252	"Alive"
"9"	10	1248.5	652	238	"Alive"
"10"	11	1222	650.5	260	"Alive"
"11"	12	1204	643	287	"Alive"
"12"	13	1209.5	637	255	"Alive"
"13"	14	1206	644	296	"Alive"
"14"	15	1200.5	650.5	297	"Alive"
"15"	16	1195	649.5	311	"Transitional"
"16"	17	1206	658	176	"Transitional"
"17"	18	1213.5	662.5	260	"Transitional"
"18"	19	1243	663.5	278	"Transitional"
"19"	20	1233.5	644.5	348	"Transitional"
