"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	1215	868.5	154	"Alive"
"2"	6	1218	871.5	126	"Alive"
"3"	7	1213	869.5	207	"Alive"
"4"	8	1210.5	872	166	"Alive"
"5"	9	1211	864.5	259	"Alive"
"6"	10	1212.5	856.5	265	"Alive"
"7"	11	1215.5	849.5	290	"Alive"
"8"	12	1225	841	248	"Alive"
"9"	13	1231	836	257	"Alive"
"10"	14	1233.5	835	254	"Transitional"
"11"	15	1223	826.5	249	"Transitional"
"12"	16	1222.5	816	243	"Transitional"
"13"	17	1214	807	287	"Transitional"
"14"	18	1204	803.5	287	"Alive"
"15"	19	1197.5	803.5	324	"Alive"
"16"	20	1197.5	806	288	"Alive"
"17"	21	1190	801	282	"Alive"
"18"	22	1162.5	807	88	"Transitional"
"19"	23	1163.5	809	132	"Transitional"
"20"	24	1168	806	255	"Transitional"
"21"	25	1189.5	813	230	"Dead"
"22"	26	1207	799	260	"Dead"
"23"	27	1215.5	790.5	225	"Transitional"
