"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	13	714	274	291	"Alive"
"2"	14	723.5	260.5	247	"Alive"
"3"	15	747	253	112	"Alive"
"4"	16	762.5	247.5	102	"Alive"
"5"	17	783.5	240	269	"Alive"
"6"	18	799.5	260	278	"Alive"
"7"	19	795	264	266	"Alive"
"8"	20	783	249	327	"Alive"
"9"	21	768.5	234.5	331	"Alive"
"10"	22	772.5	247	333	"Alive"
"11"	23	799	243	304	"Alive"
"12"	24	808.5	217.5	346	"Alive"
"13"	25	802.5	191	308	"Alive"
"14"	26	829	194.5	335	"Alive"
"15"	27	851	191.5	346	"Alive"
"16"	28	856.5	189.5	336	"Alive"
"17"	29	864.5	189	360	"Alive"
