"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	7	1345.5	643	234	"Alive"
"2"	8	1350	632.5	219	"Alive"
"3"	9	1345	621.5	254	"Alive"
"4"	10	1337.5	616	231	"Alive"
"5"	11	1327.5	612	254	"Alive"
"6"	12	1320	610.5	263	"Alive"
"7"	13	1317.5	615	242	"Alive"
"8"	14	1316.5	620.5	243	"Alive"
"9"	15	1317.5	615	129	"Alive"
"10"	16	1319	609.5	139	"Alive"
"11"	17	1318	607	135	"Alive"
"12"	18	1321	615	159	"Alive"
"13"	19	1300	602	223	"Alive"
"14"	20	1297	600.5	246	"Alive"
"15"	21	1292	605.5	229	"Alive"
"16"	22	1285	609	257	"Alive"
"17"	23	1278	608	246	"Alive"
"18"	24	1269	598	304	"Alive"
"19"	25	1265	590.5	372	"Alive"
"20"	26	1271.5	592	397	"Alive"
"21"	27	1278	579	287	"Alive"
