"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	14	1026	953	247	"Alive"
"2"	15	1036	925.5	251	"Transitional"
"3"	16	1020	924.5	285	"Transitional"
"4"	17	1004.5	920.5	252	"Alive"
"5"	18	1003.5	919.5	240	"Alive"
"6"	19	1005.5	929.5	251	"Alive"
"7"	20	1010.5	943	256	"Alive"
"8"	21	1019.5	944.5	293	"Transitional"
"9"	22	1013.5	951	297	"Transitional"
"10"	23	1015.5	943	305	"Alive"
"11"	24	1014.5	949.5	341	"Alive"
"12"	25	1042	945	106	"Dead"
"13"	26	1040.5	932.5	133	"Dead"
"14"	27	1042.5	922.5	417	"Dead"
