"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	12	252.5	854	96	"Alive"
"2"	13	265.5	847.5	195	"Alive"
"3"	14	270	851.5	149	"Alive"
"4"	15	264.5	850.5	160	"Alive"
"5"	16	253.5	836.5	204	"Alive"
"6"	17	239	834	223	"Alive"
"7"	18	232.5	832	213	"Alive"
"8"	19	224.5	844	238	"Alive"
"9"	20	219	844	248	"Alive"
"10"	21	238.5	854.5	275	"Alive"
"11"	22	252	859.5	262	"Alive"
"12"	23	254	855.5	283	"Alive"
"13"	24	251	862.5	295	"Alive"
"14"	25	239	865.5	325	"Alive"
"15"	26	253.5	868	343	"Alive"
"16"	27	254.5	862	348	"Alive"
"17"	28	254.5	862.5	357	"Alive"
"18"	29	255.5	859.5	358	"Alive"
"19"	30	266.5	858.5	361	"Alive"
"20"	31	274	849.5	395	"Alive"
"21"	32	273	852.5	413	"Alive"
"22"	33	275.5	851.5	435	"Alive"
"23"	34	287	849.5	443	"Alive"
"24"	35	293.5	831	447	"Alive"
"25"	36	294.5	835.5	447	"Alive"
"26"	37	292	841	497	"Alive"
