"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	17	952	37	285	"Alive"
"2"	18	942.5	26	382	"Alive"
"3"	19	938.5	22	332	"Alive"
"4"	20	926	17.5	410	"Alive"
"5"	21	902.5	8.5	202	"Alive"
"6"	22	896.5	9.5	143	"Alive"
"7"	23	906	20	244	"Alive"
"8"	24	903.5	33	244	"Alive"
"9"	25	895	37	237	"Alive"
"10"	26	881.5	32.5	243	"Alive"
"11"	27	882.5	32	220	"Alive"
"12"	28	868.5	28.5	242	"Alive"
"13"	29	859	36	251	"Alive"
"14"	30	859.5	30.5	237	"Alive"
"15"	31	864.5	40	312	"Alive"
"16"	32	874.5	58	351	"Alive"
