"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	21	217	473.5	183	"Transitional"
"2"	22	229	456.5	180	"Transitional"
"3"	23	222.5	475	306	"Transitional"
"4"	24	222	486.5	181	"Alive"
"5"	25	220.5	483	218	"Dead"
"6"	26	220	481.5	470	"Alive"
"7"	27	221.5	485.5	184	"Alive"
"8"	28	216.5	492.5	159	"Alive"
"9"	29	217	490.5	197	"Alive"
"10"	30	214.5	502	216	"Alive"
"11"	31	221	507.5	231	"Alive"
"12"	32	226	519	257	"Alive"
"13"	33	233	534	254	"Alive"
"14"	34	231.5	554.5	248	"Alive"
"15"	35	225	573.5	213	"Alive"
