"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	16	1275.5	1027.5	269	"Alive"
"2"	17	1285	1015.5	309	"Alive"
"3"	18	1289	1014	294	"Alive"
"4"	19	1294	1003	310	"Alive"
"5"	20	1297.5	999.5	329	"Alive"
"6"	21	1295	991.5	317	"Alive"
"7"	22	1288.5	993	321	"Alive"
"8"	23	1281	993	360	"Alive"
"9"	24	1275	989	369	"Alive"
"10"	25	1279.5	990	368	"Alive"
"11"	26	1279.5	988.5	380	"Alive"
"12"	27	1282	987.5	367	"Alive"
"13"	28	1289.5	991.5	403	"Alive"
"14"	29	1291.5	998.5	397	"Alive"
"15"	30	1293.5	1007	403	"Alive"
"16"	31	1293.5	1011	408	"Alive"
"17"	32	1301.5	1001	374	"Alive"
"18"	33	1327.5	1001.5	580	"Transitional"
