"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	50	840.5	205	"Alive"
"2"	4	42.5	822.5	192	"Alive"
"3"	5	42	808.5	205	"Alive"
"4"	6	27.5	812.5	212	"Alive"
"5"	7	27.5	806.5	248	"Alive"
"6"	8	25	805.5	218	"Alive"
"7"	9	27.5	807.5	250	"Alive"
"8"	10	28.5	800	259	"Alive"
"9"	11	32.5	792.5	285	"Alive"
"10"	12	36	790.5	307	"Alive"
"11"	13	36.5	792.5	342	"Alive"
"12"	14	47	810.5	323	"Alive"
"13"	15	42.5	830.5	314	"Alive"
"14"	16	32.5	823	304	"Alive"
"15"	17	28.5	826	182	"Alive"
"16"	18	30.5	824.5	321	"Alive"
"17"	19	34	824	335	"Alive"
"18"	20	54.5	815	336	"Alive"
"19"	21	56.5	811.5	407	"Alive"
"20"	22	60	812	311	"Alive"
"21"	23	54.5	814	393	"Alive"
"22"	24	54.5	811	344	"Alive"
"23"	25	57	815	329	"Alive"
