"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	13	1347	225.5	119	"Dead"
"2"	14	1331	237	76	"Dead"
"3"	15	1315.5	238	166	"Dead"
"4"	16	1323	222	73	"Dead"
"5"	17	1321	224	79	"Dead"
"6"	18	1325.5	227	399	"Dead"
"7"	19	1323.5	211.5	198	"Dead"
"8"	20	1326.5	200.5	119	"Dead"
"9"	21	1321	209.5	106	"Dead"
"10"	22	1318	220.5	105	"Dead"
"11"	23	1317	232	83	"Dead"
"12"	24	1329.5	226	114	"Dead"
"13"	25	1304.5	231	140	"Dead"
"14"	26	1295	232	678	"Dead"
"15"	27	1296.5	234.5	447	"Dead"
"16"	28	1290.5	245.5	213	"Dead"
"17"	29	1306.5	250	316	"Dead"
"18"	30	1297	266.5	284	"Dead"
"19"	31	1294.5	264	376	"Dead"
"20"	32	1282.5	264.5	481	"Dead"
