"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	2	741.5	815.5	147	"Alive"
"2"	3	756	821.5	183	"Alive"
"3"	4	761	827.5	224	"Alive"
"4"	5	755.5	846.5	200	"Alive"
"5"	6	757.5	840	225	"Transitional"
"6"	7	755.5	834	264	"Transitional"
"7"	8	764	837.5	284	"Transitional"
"8"	9	746.5	835.5	282	"Alive"
"9"	10	743.5	847	295	"Alive"
"10"	11	740	863.5	281	"Transitional"
"11"	12	737.5	866.5	318	"Transitional"
"12"	13	720	859	312	"Alive"
"13"	14	701.5	858	332	"Alive"
"14"	15	706.5	844.5	302	"Alive"
"15"	16	722	858.5	317	"Transitional"
"16"	17	716.5	850.5	330	"Transitional"
"17"	18	706	855	330	"Alive"
"18"	19	697.5	853.5	322	"Transitional"
"19"	20	681.5	841.5	349	"Alive"
"20"	21	657.5	860	263	"Alive"
"21"	22	654.5	864.5	450	"Transitional"
"22"	23	651	857.5	232	"Alive"
"23"	24	663.5	851.5	212	"Alive"
"24"	25	674.5	835.5	244	"Alive"
"25"	26	681	832	282	"Alive"
"26"	27	684	843.5	257	"Alive"
"27"	28	688.5	842.5	284	"Alive"
"28"	29	686	845	338	"Alive"
