"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	10	692.5	402	165	"Alive"
"2"	11	696.5	405	165	"Alive"
"3"	12	698.5	406	191	"Alive"
"4"	13	711	397.5	210	"Alive"
"5"	14	719.5	390.5	205	"Alive"
"6"	15	729	384	223	"Alive"
"7"	16	721.5	392.5	265	"Alive"
"8"	17	730	371.5	416	"Alive"
"9"	18	742.5	367.5	471	"Alive"
"10"	19	745.5	369	463	"Alive"
"11"	20	746	381	487	"Alive"
"12"	21	743	392.5	504	"Alive"
"13"	22	732.5	401.5	476	"Alive"
"14"	23	741	403	393	"Alive"
"15"	24	733.5	389	439	"Alive"
