"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	76.5	560.5	308	"Alive"
"2"	16	74.5	538.5	395	"Alive"
"3"	17	58	531.5	366	"Alive"
"4"	18	62	530.5	311	"Alive"
"5"	19	63	533.5	340	"Alive"
"6"	20	48	534	312	"Alive"
"7"	21	45.5	531.5	240	"Alive"
"8"	22	47.5	534	437	"Transitional"
"9"	23	50.5	532.5	384	"Transitional"
"10"	24	51.5	525	423	"Transitional"
"11"	25	58.5	526.5	451	"Transitional"
"12"	26	62.5	529.5	317	"Transitional"
"13"	27	64.5	530.5	275	"Transitional"
"14"	28	83	526.5	351	"Transitional"
"15"	29	83	531.5	228	"Transitional"
"16"	30	84.5	527	331	"Transitional"
"17"	31	90	535	359	"Transitional"
"18"	32	68	527.5	371	"Transitional"
"19"	33	65	528.5	354	"Transitional"
"20"	34	49.5	528	371	"Dead"
"21"	35	41	516.5	252	"Transitional"
"22"	36	48.5	521.5	288	"Dead"
