"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	607.5	366	261	"Alive"
"2"	16	594.5	387.5	247	"Alive"
"3"	17	590.5	401	253	"Alive"
"4"	18	578	409.5	311	"Alive"
"5"	19	566	411	268	"Alive"
"6"	20	557	410	264	"Alive"
"7"	21	557.5	424.5	240	"Alive"
"8"	22	548.5	414.5	301	"Alive"
"9"	23	555	389.5	293	"Alive"
"10"	24	556.5	389	275	"Alive"
"11"	25	566	396.5	369	"Alive"
"12"	26	558	382	145	"Alive"
"13"	27	556.5	398	194	"Alive"
"14"	28	555.5	397	238	"Alive"
"15"	29	535.5	391	287	"Alive"
"16"	30	537	387	258	"Alive"
"17"	31	542.5	385	115	"Alive"
"18"	32	554	405	303	"Transitional"
"19"	33	570	413.5	182	"Alive"
