"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	629.5	527.5	307	"Alive"
"2"	16	640	538.5	299	"Alive"
"3"	17	634.5	526.5	314	"Alive"
"4"	18	623	511.5	318	"Alive"
"5"	19	616.5	503.5	364	"Alive"
"6"	20	638	509.5	215	"Transitional"
"7"	21	646	490.5	293	"Alive"
"8"	22	646.5	478	376	"Alive"
"9"	23	662	461.5	371	"Alive"
"10"	24	669	469.5	425	"Alive"
"11"	25	697	465	398	"Alive"
"12"	26	711	475.5	202	"Alive"
"13"	27	699	487	193	"Alive"
"14"	28	707	503.5	200	"Alive"
"15"	29	696.5	509.5	216	"Alive"
